image;width;height;dataset_country;mixset_id;spain_id;germany_id;belgium_id
00059_00010.ppm;38;38;ger;42;R-306;10;
00059_00011.ppm;39;39;ger;42;R-306;10;
00059_00012.ppm;41;40;ger;42;R-306;10;
00059_00013.ppm;41;42;ger;42;R-306;10;
00059_00014.ppm;44;43;ger;42;R-306;10;
00059_00015.ppm;44;44;ger;42;R-306;10;
00059_00016.ppm;45;46;ger;42;R-306;10;
00059_00017.ppm;46;45;ger;42;R-306;10;
00059_00018.ppm;47;47;ger;42;R-306;10;
00059_00019.ppm;49;50;ger;42;R-306;10;
00059_00020.ppm;53;54;ger;42;R-306;10;
00059_00021.ppm;56;55;ger;42;R-306;10;
00059_00022.ppm;57;57;ger;42;R-306;10;
00059_00023.ppm;61;61;ger;42;R-306;10;
00059_00024.ppm;65;69;ger;42;R-306;10;
00059_00025.ppm;68;70;ger;42;R-306;10;
00059_00026.ppm;74;77;ger;42;R-306;10;
00059_00027.ppm;83;86;ger;42;R-306;10;
00059_00028.ppm;92;94;ger;42;R-306;10;
00059_00029.ppm;109;111;ger;42;R-306;10;
00060_00000.ppm;27;25;ger;42;R-306;10;
00060_00001.ppm;27;25;ger;42;R-306;10;
00060_00002.ppm;27;26;ger;42;R-306;10;
00060_00003.ppm;27;28;ger;42;R-306;10;
00060_00004.ppm;28;28;ger;42;R-306;10;
00060_00005.ppm;29;28;ger;42;R-306;10;
00060_00006.ppm;28;29;ger;42;R-306;10;
00060_00007.ppm;30;28;ger;42;R-306;10;
00060_00008.ppm;30;30;ger;42;R-306;10;
00060_00009.ppm;29;29;ger;42;R-306;10;
00060_00010.ppm;30;30;ger;42;R-306;10;
00060_00011.ppm;31;31;ger;42;R-306;10;
00060_00012.ppm;33;31;ger;42;R-306;10;
00060_00013.ppm;33;32;ger;42;R-306;10;
00060_00014.ppm;34;33;ger;42;R-306;10;
00060_00015.ppm;37;33;ger;42;R-306;10;
00060_00016.ppm;37;35;ger;42;R-306;10;
00060_00017.ppm;38;35;ger;42;R-306;10;
00060_00018.ppm;39;36;ger;42;R-306;10;
00060_00019.ppm;41;38;ger;42;R-306;10;
00060_00020.ppm;43;40;ger;42;R-306;10;
00060_00021.ppm;45;42;ger;42;R-306;10;
00060_00022.ppm;46;42;ger;42;R-306;10;
00060_00023.ppm;47;44;ger;42;R-306;10;
00060_00024.ppm;48;45;ger;42;R-306;10;
00060_00025.ppm;50;47;ger;42;R-306;10;
00060_00026.ppm;52;47;ger;42;R-306;10;
00060_00027.ppm;55;49;ger;42;R-306;10;
00060_00028.ppm;56;51;ger;42;R-306;10;
00060_00029.ppm;59;53;ger;42;R-306;10;
00061_00000.ppm;28;25;ger;42;R-306;10;
00061_00001.ppm;28;27;ger;42;R-306;10;
00061_00002.ppm;30;26;ger;42;R-306;10;
00061_00003.ppm;31;28;ger;42;R-306;10;
00061_00004.ppm;32;28;ger;42;R-306;10;
00061_00005.ppm;33;27;ger;42;R-306;10;
00061_00006.ppm;35;29;ger;42;R-306;10;
00061_00007.ppm;36;31;ger;42;R-306;10;
00061_00008.ppm;35;31;ger;42;R-306;10;
00061_00009.ppm;37;32;ger;42;R-306;10;
00061_00010.ppm;39;32;ger;42;R-306;10;
00061_00011.ppm;40;32;ger;42;R-306;10;
00061_00012.ppm;39;33;ger;42;R-306;10;
00061_00013.ppm;40;34;ger;42;R-306;10;
00061_00014.ppm;40;34;ger;42;R-306;10;
00061_00015.ppm;42;34;ger;42;R-306;10;
00061_00016.ppm;43;36;ger;42;R-306;10;
00061_00017.ppm;44;38;ger;42;R-306;10;
00061_00018.ppm;45;39;ger;42;R-306;10;
00061_00019.ppm;48;40;ger;42;R-306;10;
00061_00020.ppm;49;41;ger;42;R-306;10;
00061_00021.ppm;52;43;ger;42;R-306;10;
00061_00022.ppm;53;45;ger;42;R-306;10;
00061_00023.ppm;58;46;ger;42;R-306;10;
00061_00024.ppm;61;47;ger;42;R-306;10;
00061_00025.ppm;69;51;ger;42;R-306;10;
00061_00026.ppm;72;54;ger;42;R-306;10;
00061_00027.ppm;75;57;ger;42;R-306;10;
00061_00028.ppm;81;61;ger;42;R-306;10;
00061_00029.ppm;94;69;ger;42;R-306;10;
00062_00000.ppm;29;30;ger;42;R-306;10;
00062_00001.ppm;29;30;ger;42;R-306;10;
00062_00002.ppm;30;31;ger;42;R-306;10;
00062_00003.ppm;31;30;ger;42;R-306;10;
00062_00004.ppm;30;30;ger;42;R-306;10;
00062_00005.ppm;31;30;ger;42;R-306;10;
00062_00006.ppm;32;33;ger;42;R-306;10;
00062_00007.ppm;32;32;ger;42;R-306;10;
00062_00008.ppm;32;33;ger;42;R-306;10;
00062_00009.ppm;33;34;ger;42;R-306;10;
00062_00010.ppm;33;34;ger;42;R-306;10;
00062_00011.ppm;33;35;ger;42;R-306;10;
00062_00012.ppm;33;34;ger;42;R-306;10;
00062_00013.ppm;34;36;ger;42;R-306;10;
00062_00014.ppm;36;36;ger;42;R-306;10;
00062_00015.ppm;35;37;ger;42;R-306;10;
00062_00016.ppm;37;37;ger;42;R-306;10;
00062_00017.ppm;39;40;ger;42;R-306;10;
00062_00018.ppm;39;40;ger;42;R-306;10;
00062_00019.ppm;42;41;ger;42;R-306;10;
00062_00020.ppm;43;44;ger;42;R-306;10;
00062_00021.ppm;44;46;ger;42;R-306;10;
00062_00022.ppm;47;47;ger;42;R-306;10;
00062_00023.ppm;49;48;ger;42;R-306;10;
00062_00024.ppm;50;52;ger;42;R-306;10;
00062_00025.ppm;55;56;ger;42;R-306;10;
00062_00026.ppm;59;61;ger;42;R-306;10;
00062_00027.ppm;62;64;ger;42;R-306;10;
00062_00028.ppm;69;71;ger;42;R-306;10;
00062_00029.ppm;74;80;ger;42;R-306;10;
00063_00000.ppm;26;26;ger;42;R-306;10;
00063_00001.ppm;28;28;ger;42;R-306;10;
00063_00002.ppm;28;29;ger;42;R-306;10;
00063_00003.ppm;28;28;ger;42;R-306;10;
00063_00004.ppm;29;30;ger;42;R-306;10;
00063_00005.ppm;29;30;ger;42;R-306;10;
00063_00006.ppm;29;29;ger;42;R-306;10;
00063_00007.ppm;29;30;ger;42;R-306;10;
00063_00008.ppm;31;30;ger;42;R-306;10;
00063_00009.ppm;30;32;ger;42;R-306;10;
00063_00010.ppm;30;32;ger;42;R-306;10;
00063_00011.ppm;32;34;ger;42;R-306;10;
00063_00012.ppm;32;34;ger;42;R-306;10;
00063_00013.ppm;33;34;ger;42;R-306;10;
00063_00014.ppm;35;36;ger;42;R-306;10;
00063_00015.ppm;36;37;ger;42;R-306;10;
00063_00016.ppm;37;37;ger;42;R-306;10;
00063_00017.ppm;39;39;ger;42;R-306;10;
00063_00018.ppm;40;39;ger;42;R-306;10;
00063_00019.ppm;39;40;ger;42;R-306;10;
00063_00020.ppm;41;42;ger;42;R-306;10;
00063_00021.ppm;43;44;ger;42;R-306;10;
00063_00022.ppm;45;46;ger;42;R-306;10;
00063_00023.ppm;47;48;ger;42;R-306;10;
00063_00024.ppm;49;51;ger;42;R-306;10;
00063_00025.ppm;51;53;ger;42;R-306;10;
00063_00026.ppm;53;55;ger;42;R-306;10;
00063_00027.ppm;58;58;ger;42;R-306;10;
00063_00028.ppm;63;64;ger;42;R-306;10;
00063_00029.ppm;68;68;ger;42;R-306;10;
00064_00000.ppm;26;27;ger;42;R-306;10;
00064_00001.ppm;26;27;ger;42;R-306;10;
00064_00002.ppm;27;27;ger;42;R-306;10;
00064_00003.ppm;26;28;ger;42;R-306;10;
00064_00004.ppm;27;27;ger;42;R-306;10;
00064_00005.ppm;28;28;ger;42;R-306;10;
00064_00006.ppm;29;29;ger;42;R-306;10;
00064_00007.ppm;30;30;ger;42;R-306;10;
00064_00008.ppm;31;32;ger;42;R-306;10;
00064_00009.ppm;31;31;ger;42;R-306;10;
00064_00010.ppm;33;32;ger;42;R-306;10;
00064_00011.ppm;33;32;ger;42;R-306;10;
00064_00012.ppm;33;35;ger;42;R-306;10;
00064_00013.ppm;34;35;ger;42;R-306;10;
00064_00014.ppm;35;35;ger;42;R-306;10;
00064_00015.ppm;36;36;ger;42;R-306;10;
00064_00016.ppm;36;37;ger;42;R-306;10;
00064_00017.ppm;37;37;ger;42;R-306;10;
00064_00018.ppm;37;39;ger;42;R-306;10;
00064_00019.ppm;39;39;ger;42;R-306;10;
00064_00020.ppm;39;41;ger;42;R-306;10;
00064_00021.ppm;41;41;ger;42;R-306;10;
00064_00022.ppm;42;42;ger;42;R-306;10;
00064_00023.ppm;43;45;ger;42;R-306;10;
00064_00024.ppm;44;46;ger;42;R-306;10;
00064_00025.ppm;45;48;ger;42;R-306;10;
00064_00026.ppm;47;49;ger;42;R-306;10;
00064_00027.ppm;51;54;ger;42;R-306;10;
00064_00028.ppm;55;56;ger;42;R-306;10;
00064_00029.ppm;57;59;ger;42;R-306;10;
00065_00000.ppm;25;27;ger;42;R-306;10;
00065_00001.ppm;27;27;ger;42;R-306;10;
00065_00002.ppm;27;27;ger;42;R-306;10;
00065_00003.ppm;29;27;ger;42;R-306;10;
00065_00004.ppm;28;27;ger;42;R-306;10;
00065_00005.ppm;28;28;ger;42;R-306;10;
00065_00006.ppm;29;28;ger;42;R-306;10;
00065_00007.ppm;30;28;ger;42;R-306;10;
00065_00008.ppm;31;29;ger;42;R-306;10;
00065_00009.ppm;31;29;ger;42;R-306;10;
00065_00010.ppm;31;30;ger;42;R-306;10;
00065_00011.ppm;31;30;ger;42;R-306;10;
00065_00012.ppm;31;31;ger;42;R-306;10;
00065_00013.ppm;33;30;ger;42;R-306;10;
00065_00014.ppm;33;31;ger;42;R-306;10;
00065_00015.ppm;32;32;ger;42;R-306;10;
00065_00016.ppm;33;34;ger;42;R-306;10;
00065_00017.ppm;35;34;ger;42;R-306;10;
00065_00018.ppm;35;36;ger;42;R-306;10;
00065_00019.ppm;35;36;ger;42;R-306;10;
00065_00020.ppm;36;38;ger;42;R-306;10;
00065_00021.ppm;36;37;ger;42;R-306;10;
00065_00022.ppm;38;39;ger;42;R-306;10;
00065_00023.ppm;38;40;ger;42;R-306;10;
00065_00024.ppm;40;41;ger;42;R-306;10;
00065_00025.ppm;40;41;ger;42;R-306;10;
00065_00026.ppm;42;44;ger;42;R-306;10;
00065_00027.ppm;43;43;ger;42;R-306;10;
00065_00028.ppm;44;46;ger;42;R-306;10;
00065_00029.ppm;45;46;ger;42;R-306;10;
00066_00000.ppm;28;25;ger;42;R-306;10;
00066_00001.ppm;28;25;ger;42;R-306;10;
00066_00002.ppm;27;27;ger;42;R-306;10;
00066_00003.ppm;29;27;ger;42;R-306;10;
00066_00004.ppm;29;27;ger;42;R-306;10;
00066_00005.ppm;28;27;ger;42;R-306;10;
00066_00006.ppm;30;28;ger;42;R-306;10;
00066_00007.ppm;30;29;ger;42;R-306;10;
00066_00008.ppm;31;29;ger;42;R-306;10;
00066_00009.ppm;31;29;ger;42;R-306;10;
00066_00010.ppm;31;28;ger;42;R-306;10;
00066_00011.ppm;31;30;ger;42;R-306;10;
00066_00012.ppm;32;30;ger;42;R-306;10;
00066_00013.ppm;32;30;ger;42;R-306;10;
00066_00014.ppm;33;32;ger;42;R-306;10;
00066_00015.ppm;32;32;ger;42;R-306;10;
00066_00016.ppm;34;32;ger;42;R-306;10;
00066_00017.ppm;35;32;ger;42;R-306;10;
00066_00018.ppm;35;34;ger;42;R-306;10;
00066_00019.ppm;35;34;ger;42;R-306;10;
00066_00020.ppm;35;36;ger;42;R-306;10;
00066_00021.ppm;37;38;ger;42;R-306;10;
00066_00022.ppm;37;37;ger;42;R-306;10;
00066_00023.ppm;40;39;ger;42;R-306;10;
00066_00024.ppm;42;41;ger;42;R-306;10;
00066_00025.ppm;42;41;ger;42;R-306;10;
00066_00026.ppm;42;43;ger;42;R-306;10;
00066_00027.ppm;55;56;ger;42;R-306;10;
00066_00028.ppm;56;58;ger;42;R-306;10;
00066_00029.ppm;57;58;ger;42;R-306;10;
00084_00000.ppm;140;134;bel;43;R-307;;41
00084_00001.ppm;147;142;bel;43;R-307;;41
00084_00002.ppm;141;136;bel;43;R-307;;41
00085_00000.ppm;133;133;bel;43;R-307;;41
00085_00001.ppm;141;139;bel;43;R-307;;41
00085_00002.ppm;144;140;bel;43;R-307;;41
00087_00000.ppm;53;55;bel;43;R-307;;41
00087_00001.ppm;67;68;bel;43;R-307;;41
00087_00002.ppm;47;48;bel;43;R-307;;41
00088_00000.ppm;74;73;bel;43;R-307;;41
00088_00001.ppm;88;87;bel;43;R-307;;41
00088_00002.ppm;106;167;bel;43;R-307;;41
00089_00000.ppm;51;53;bel;43;R-307;;41
00089_00001.ppm;52;53;bel;43;R-307;;41
00089_00002.ppm;52;53;bel;43;R-307;;41
00104_00000.ppm;87;88;bel;43;R-307;;41
00104_00001.ppm;84;85;bel;43;R-307;;41
00104_00002.ppm;88;88;bel;43;R-307;;41
00105_00000.ppm;91;91;bel;43;R-307;;41
00105_00001.ppm;91;94;bel;43;R-307;;41
00105_00002.ppm;82;88;bel;43;R-307;;41
00110_00000.ppm;79;133;bel;43;R-307;;41
00110_00001.ppm;62;94;bel;43;R-307;;41
00110_00002.ppm;52;72;bel;43;R-307;;41
00120_00000.ppm;115;118;bel;43;R-307;;41
00120_00001.ppm;80;82;bel;43;R-307;;41
00120_00002.ppm;62;63;bel;43;R-307;;41
00122_00000.ppm;54;53;bel;43;R-307;;41
00122_00001.ppm;79;117;bel;43;R-307;;41
00122_00002.ppm;87;112;bel;43;R-307;;41
00124_00000.ppm;50;53;bel;43;R-307;;41
00124_00001.ppm;41;53;bel;43;R-307;;41
00124_00002.ppm;53;52;bel;43;R-307;;41
00717_00000.ppm;164;432;bel;43;R-307;;41
00717_00001.ppm;274;332;bel;43;R-307;;41
00717_00002.ppm;251;292;bel;43;R-307;;41
00721_00000.ppm;93;94;bel;43;R-307;;41
00721_00001.ppm;84;91;bel;43;R-307;;41
00721_00002.ppm;83;86;bel;43;R-307;;41
00889_00000.ppm;163;169;bel;43;R-307;;41
00889_00001.ppm;147;155;bel;43;R-307;;41
00889_00002.ppm;119;121;bel;43;R-307;;41
00986_00000.ppm;123;130;bel;43;R-307;;41
00986_00001.ppm;107;112;bel;43;R-307;;41
00989_00000.ppm;95;97;bel;43;R-307;;41
00989_00001.ppm;91;92;bel;43;R-307;;41
00989_00002.ppm;87;86;bel;43;R-307;;41
00991_00000.ppm;121;115;bel;43;R-307;;41
00991_00001.ppm;117;106;bel;43;R-307;;41
00991_00002.ppm;115;98;bel;43;R-307;;41
00996_00000.ppm;79;79;bel;43;R-307;;41
00996_00001.ppm;96;97;bel;43;R-307;;41
00996_00002.ppm;123;129;bel;43;R-307;;41
00999_00000.ppm;140;144;bel;43;R-307;;41
00999_00001.ppm;122;131;bel;43;R-307;;41
00999_00002.ppm;109;111;bel;43;R-307;;41
01016_00000.ppm;154;178;bel;43;R-307;;41
01016_00001.ppm;155;179;bel;43;R-307;;41
01016_00002.ppm;154;177;bel;43;R-307;;41
01017_00000.ppm;122;139;bel;43;R-307;;41
01017_00001.ppm;98;109;bel;43;R-307;;41
01017_00002.ppm;108;121;bel;43;R-307;;41
01040_00000.ppm;124;131;bel;43;R-307;;41
01040_00001.ppm;103;107;bel;43;R-307;;41
01040_00002.ppm;108;116;bel;43;R-307;;41
01078_00000.ppm;156;175;bel;43;R-307;;41
01078_00001.ppm;181;203;bel;43;R-307;;41
01079_00000.ppm;95;100;bel;43;R-307;;41
01079_00001.ppm;86;95;bel;43;R-307;;41
01079_00002.ppm;122;139;bel;43;R-307;;41
01144_00000.ppm;136;141;bel;43;R-307;;41
01144_00001.ppm;123;127;bel;43;R-307;;41
01144_00002.ppm;111;111;bel;43;R-307;;41
01148_00000.ppm;71;64;bel;43;R-307;;41
01148_00001.ppm;67;62;bel;43;R-307;;41
01148_00002.ppm;62;60;bel;43;R-307;;41
01149_00000.ppm;107;116;bel;43;R-307;;41
01149_00001.ppm;110;121;bel;43;R-307;;41
01149_00002.ppm;104;109;bel;43;R-307;;41
01291_00000.ppm;207;207;bel;43;R-307;;41
01291_00001.ppm;124;128;bel;43;R-307;;41
01291_00002.ppm;87;92;bel;43;R-307;;41
01298_00000.ppm;167;223;bel;43;R-307;;41
01298_00001.ppm;139;180;bel;43;R-307;;41
01298_00002.ppm;112;135;bel;43;R-307;;41
01301_00000.ppm;91;106;bel;43;R-307;;41
01301_00001.ppm;96;103;bel;43;R-307;;41
01301_00002.ppm;115;108;bel;43;R-307;;41
01369_00000.ppm;99;99;bel;43;R-307;;41
01369_00001.ppm;153;151;bel;43;R-307;;41
01369_00002.ppm;199;195;bel;43;R-307;;41
01370_00000.ppm;147;332;bel;43;R-307;;41
01370_00001.ppm;131;136;bel;43;R-307;;41
01370_00002.ppm;109;116;bel;43;R-307;;41
01371_00000.ppm;135;145;bel;43;R-307;;41
01371_00001.ppm;115;122;bel;43;R-307;;41
01371_00002.ppm;95;103;bel;43;R-307;;41
01374_00000.ppm;284;290;bel;43;R-307;;41
01374_00001.ppm;196;296;bel;43;R-307;;41
01376_00000.ppm;104;100;bel;43;R-307;;41
01376_00001.ppm;123;119;bel;43;R-307;;41
01376_00002.ppm;227;392;bel;43;R-307;;41
01396_00000.ppm;229;316;bel;43;R-307;;41
01396_00001.ppm;248;309;bel;43;R-307;;41
01401_00000.ppm;179;271;bel;43;R-307;;41
01401_00001.ppm;104;104;bel;43;R-307;;41
01401_00002.ppm;88;87;bel;43;R-307;;41
01405_00000.ppm;123;284;bel;43;R-307;;41
01422_00000.ppm;104;100;bel;43;R-307;;41
01422_00001.ppm;121;194;bel;43;R-307;;41
01422_00002.ppm;88;92;bel;43;R-307;;41
01427_00000.ppm;79;82;bel;43;R-307;;41
01427_00001.ppm;103;108;bel;43;R-307;;41
01427_00002.ppm;94;193;bel;43;R-307;;41
01434_00000.ppm;87;95;bel;43;R-307;;41
01434_00001.ppm;107;112;bel;43;R-307;;41
01436_00000.ppm;212;199;bel;43;R-307;;41
01436_00001.ppm;241;240;bel;43;R-307;;41
01436_00002.ppm;195;254;bel;43;R-307;;41
01449_00000.ppm;148;151;bel;43;R-307;;41
01449_00001.ppm;143;151;bel;43;R-307;;41
01491_00000.ppm;92;123;bel;43;R-307;;41
01491_00001.ppm;134;217;bel;43;R-307;;41
01491_00002.ppm;108;155;bel;43;R-307;;41
01545_00000.ppm;94;131;bel;43;R-307;;41
01545_00001.ppm;141;229;bel;43;R-307;;41
01545_00002.ppm;110;170;bel;43;R-307;;41
01599_00000.ppm;135;216;bel;43;R-307;;41
01599_00001.ppm;105;110;bel;43;R-307;;41
01599_00002.ppm;73;76;bel;43;R-307;;41
01602_00000.ppm;73;103;bel;43;R-307;;41
01602_00001.ppm;64;67;bel;43;R-307;;41
01602_00002.ppm;81;79;bel;43;R-307;;41
01610_00000.ppm;93;94;bel;43;R-307;;41
01610_00001.ppm;109;110;bel;43;R-307;;41
01610_00002.ppm;121;206;bel;43;R-307;;41
01672_00000.ppm;68;69;bel;43;R-307;;41
01672_00001.ppm;81;85;bel;43;R-307;;41
01672_00002.ppm;110;117;bel;43;R-307;;41
01778_00000.ppm;239;416;bel;43;R-307;;41
01778_00001.ppm;160;220;bel;43;R-307;;41
01778_00002.ppm;83;139;bel;43;R-307;;41
01781_00000.ppm;141;154;bel;43;R-307;;41
01781_00001.ppm;104;115;bel;43;R-307;;41
01781_00002.ppm;84;92;bel;43;R-307;;41
01787_00000.ppm;85;91;bel;43;R-307;;41
01787_00001.ppm;107;110;bel;43;R-307;;41
01787_00002.ppm;153;155;bel;43;R-307;;41
Image00810.ppm;90;90;spa;43;R-307;;41
Image00811.ppm;106;106;spa;43;R-307;;41
Image00813.ppm;86;86;spa;43;R-307;;41
Image00839.ppm;80;80;spa;43;R-307;;41
Image00853.ppm;226;226;spa;43;R-307;;41
Image00856.ppm;126;126;spa;43;R-307;;41
Image00857.ppm;180;180;spa;43;R-307;;41
Image00858.ppm;308;308;spa;43;R-307;;41
Image00859.ppm;120;120;spa;43;R-307;;41
Image00887.ppm;350;350;spa;43;R-307;;41
Image00889.ppm;260;260;spa;43;R-307;;41
Image00892.ppm;452;452;spa;43;R-307;;41
Image00914.ppm;446;446;spa;43;R-307;;41
Image00916.ppm;222;222;spa;43;R-307;;41
Image00927.ppm;246;246;spa;43;R-307;;41
Image00931.ppm;250;250;spa;43;R-307;;41
Image00947.ppm;96;96;spa;43;R-307;;41
Image00948.ppm;96;96;spa;43;R-307;;41
Image00951.ppm;92;92;spa;43;R-307;;41
Image00952.ppm;78;78;spa;43;R-307;;41
Image00957.ppm;216;216;spa;43;R-307;;41
Image00958.ppm;180;180;spa;43;R-307;;41
Image00959.ppm;170;170;spa;43;R-307;;41
Image00960.ppm;248;248;spa;43;R-307;;41
Image00961.ppm;132;132;spa;43;R-307;;41
Image00962.ppm;410;410;spa;43;R-307;;41
Image00963.ppm;272;272;spa;43;R-307;;41
Image00964.ppm;110;110;spa;43;R-307;;41
Image00966.ppm;164;164;spa;43;R-307;;41
Image00969.ppm;356;356;spa;43;R-307;;41
Image00970.ppm;146;146;spa;43;R-307;;41
Image00974.ppm;276;276;spa;43;R-307;;41
Image00978.ppm;156;156;spa;43;R-307;;41
Image00979.ppm;114;114;spa;43;R-307;;41
Image00980.ppm;122;122;spa;43;R-307;;41
Image00985.ppm;158;158;spa;43;R-307;;41
Image00986.ppm;86;86;spa;43;R-307;;41
Image00988.ppm;144;144;spa;43;R-307;;41
Image00989.ppm;140;140;spa;43;R-307;;41
Image00990.ppm;174;174;spa;43;R-307;;41
Image00991.ppm;120;120;spa;43;R-307;;41
Image00998.ppm;128;128;spa;43;R-307;;41
Image01002.ppm;126;126;spa;43;R-307;;41
Image01010.ppm;140;140;spa;43;R-307;;41
Image01013.ppm;176;176;spa;43;R-307;;41
Image01014.ppm;122;122;spa;43;R-307;;41
Image01022.ppm;176;176;spa;43;R-307;;41
Image01023.ppm;138;138;spa;43;R-307;;41
Image01024.ppm;176;176;spa;43;R-307;;41
Image01026.ppm;158;158;spa;43;R-307;;41
Image01027.ppm;226;226;spa;43;R-307;;41
Image01029.ppm;110;110;spa;43;R-307;;41
Image01032.ppm;246;246;spa;43;R-307;;41
Image01034.ppm;96;96;spa;43;R-307;;41
Image01035.ppm;198;198;spa;43;R-307;;41
Image01036.ppm;110;110;spa;43;R-307;;41
Image01037.ppm;132;132;spa;43;R-307;;41
Image01038.ppm;122;122;spa;43;R-307;;41
Image01039.ppm;138;138;spa;43;R-307;;41
Image01043.ppm;146;146;spa;43;R-307;;41
Image01044.ppm;146;146;spa;43;R-307;;41
Image01046.ppm;146;146;spa;43;R-307;;41
Image01053.ppm;118;118;spa;43;R-307;;41
Image01056.ppm;128;128;spa;43;R-307;;41
Image01057.ppm;134;134;spa;43;R-307;;41
Image01059.ppm;122;122;spa;43;R-307;;41
Image01061.ppm;84;84;spa;43;R-307;;41
Image01063.ppm;252;252;spa;43;R-307;;41
Image01067.ppm;174;174;spa;43;R-307;;41
Image01068.ppm;270;270;spa;43;R-307;;41
Image01070.ppm;128;128;spa;43;R-307;;41
Image01071.ppm;96;96;spa;43;R-307;;41
Image01073.ppm;107;107;spa;43;R-307;;41
Image01074.ppm;92;92;spa;43;R-307;;41
Image01075.ppm;186;186;spa;43;R-307;;41
Image01076.ppm;538;538;spa;43;R-307;;41
Image01078.ppm;110;110;spa;43;R-307;;41
Image01081.ppm;90;90;spa;43;R-307;;41
Image01082.ppm;152;152;spa;43;R-307;;41
Image01083.ppm;156;156;spa;43;R-307;;41
Image01089.ppm;260;260;spa;43;R-307;;41
Image01219.ppm;186;186;spa;43;R-307;;41
Image01221.ppm;210;210;spa;43;R-307;;41
Image01224.ppm;188;188;spa;43;R-307;;41
Image01225.ppm;198;198;spa;43;R-307;;41
Image01226.ppm;186;186;spa;43;R-307;;41
Image01271.ppm;240;240;spa;43;R-307;;41
Image01275.ppm;218;218;spa;43;R-307;;41
Image01298.ppm;128;128;spa;43;R-307;;41
Image01299.ppm;314;314;spa;43;R-307;;41
Image01312.ppm;206;206;spa;43;R-307;;41
Image01315.ppm;240;240;spa;43;R-307;;41
Image01317.ppm;176;176;spa;43;R-307;;41
Image01319.ppm;198;198;spa;43;R-307;;41
Image01320.ppm;530;530;spa;43;R-307;;41
Image01322.ppm;280;280;spa;43;R-307;;41
Image01329.ppm;150;150;spa;43;R-307;;41
Image01334.ppm;230;230;spa;43;R-307;;41
Image01337.ppm;304;304;spa;43;R-307;;41
Image01370.ppm;216;216;spa;43;R-307;;41
Image01371.ppm;330;330;spa;43;R-307;;41
Image01372.ppm;224;224;spa;43;R-307;;41
Image01375.ppm;580;580;spa;43;R-307;;41
Image01380.ppm;632;632;spa;43;R-307;;41
00022_00000.ppm;54;57;bel;44;R-308;;40
00022_00001.ppm;55;56;bel;44;R-308;;40
00022_00002.ppm;54;55;bel;44;R-308;;40
00030_00000.ppm;119;118;bel;44;R-308;;40
00030_00001.ppm;80;79;bel;44;R-308;;40
00448_00000.ppm;76;76;bel;44;R-308;;40
00448_00001.ppm;106;105;bel;44;R-308;;40
00448_00002.ppm;154;153;bel;44;R-308;;40
00452_00000.ppm;134;143;bel;44;R-308;;40
00452_00001.ppm;132;144;bel;44;R-308;;40
00452_00002.ppm;139;142;bel;44;R-308;;40
00460_00000.ppm;97;94;bel;44;R-308;;40
00460_00001.ppm;108;111;bel;44;R-308;;40
00460_00002.ppm;140;146;bel;44;R-308;;40
00464_00000.ppm;80;82;bel;44;R-308;;40
00464_00001.ppm;83;84;bel;44;R-308;;40
00464_00002.ppm;79;82;bel;44;R-308;;40
00479_00000.ppm;82;83;bel;44;R-308;;40
00479_00001.ppm;82;83;bel;44;R-308;;40
00479_00002.ppm;83;85;bel;44;R-308;;40
00525_00000.ppm;115;117;bel;44;R-308;;40
00525_00001.ppm;177;190;bel;44;R-308;;40
00525_00002.ppm;139;144;bel;44;R-308;;40
00530_00000.ppm;181;193;bel;44;R-308;;40
00530_00001.ppm;115;116;bel;44;R-308;;40
00530_00002.ppm;140;145;bel;44;R-308;;40
00543_00000.ppm;104;105;bel;44;R-308;;40
00543_00001.ppm;124;130;bel;44;R-308;;40
00543_00002.ppm;167;170;bel;44;R-308;;40
00706_00000.ppm;352;382;bel;44;R-308;;40
00706_00001.ppm;489;362;bel;44;R-308;;40
00706_00002.ppm;529;347;bel;44;R-308;;40
00708_00000.ppm;237;251;bel;44;R-308;;40
00708_00001.ppm;190;203;bel;44;R-308;;40
00708_00002.ppm;211;223;bel;44;R-308;;40
00711_00000.ppm;296;287;bel;44;R-308;;40
00711_00001.ppm;236;235;bel;44;R-308;;40
00711_00002.ppm;263;260;bel;44;R-308;;40
00730_00000.ppm;47;70;bel;44;R-308;;40
00730_00001.ppm;45;68;bel;44;R-308;;40
00730_00002.ppm;44;68;bel;44;R-308;;40
00730_00003.ppm;41;64;bel;44;R-308;;40
00731_00000.ppm;71;70;bel;44;R-308;;40
00731_00001.ppm;74;70;bel;44;R-308;;40
00731_00002.ppm;75;72;bel;44;R-308;;40
00744_00000.ppm;57;62;bel;44;R-308;;40
00744_00001.ppm;58;62;bel;44;R-308;;40
00744_00002.ppm;56;61;bel;44;R-308;;40
00765_00000.ppm;55;61;bel;44;R-308;;40
00765_00001.ppm;55;61;bel;44;R-308;;40
00765_00002.ppm;55;61;bel;44;R-308;;40
00767_00000.ppm;70;71;bel;44;R-308;;40
00767_00001.ppm;73;72;bel;44;R-308;;40
00767_00002.ppm;79;73;bel;44;R-308;;40
00787_00000.ppm;41;44;bel;44;R-308;;40
00787_00001.ppm;42;45;bel;44;R-308;;40
00787_00002.ppm;39;43;bel;44;R-308;;40
00797_00000.ppm;121;135;bel;44;R-308;;40
00797_00001.ppm;164;176;bel;44;R-308;;40
